Handle,Title,SKU,Barcode,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Option Active",Stock,Price,"Price Promo",Tax,Taxable,"Reduced Rate",Wholesale,"Price Wholesale","Wholesale Exclusive"
charm-cordas-violino,"Charm - Cordas Violino",,,Cordas,Mi,Tamanho,"1/4 a 1/8",,,true,,3,,23,true,,false,,false
charm-cordas-violino,,,,,Mi,,1/2,,,true,,3,,,,,,,
charm-cordas-violino,,,,,Mi,,3/4,,,true,,3,,,,,,,
charm-cordas-violino,,,,,Mi,,4/4,,,true,,3,,,,,,,
charm-cordas-violino,,,,,Lá,,"1/4 a 1/8",,,true,,6,,,,,,,
charm-cordas-violino,,,,,Lá,,1/2,,,true,,6,,,,,,,
charm-cordas-violino,,,,,Lá,,3/4,,,true,,6,,,,,,,
charm-cordas-violino,,,,,Lá,,4/4,,,true,,7,,,,,,,
charm-cordas-violino,,,,,Ré,,"1/4 a 1/8",,,true,,7,,,,,,,
charm-cordas-violino,,,,,Ré,,1/2,,,true,,7,,,,,,,
charm-cordas-violino,,,,,Ré,,3/4,,,true,,7,,,,,,,
charm-cordas-violino,,,,,Ré,,4/4,,,true,,7,,,,,,,
charm-cordas-violino,,,,,Sol,,"1/4 a 1/8",,,true,,10,,,,,,,
charm-cordas-violino,,,,,Sol,,1/2,,,true,,10,,,,,,,
charm-cordas-violino,,,,,Sol,,3/4,,,true,,10,,,,,,,
charm-cordas-violino,,,,,Sol,,4/4,,,true,,10,,,,,,,
charm-cordas-violino,,,,,Conjunto,,"1/4 a 1/8",,,true,,26,,,,,,,
charm-cordas-violino,,,,,Conjunto,,1/2,,,true,,26,,,,,,,
charm-cordas-violino,,,,,Conjunto,,3/4,,,true,,26,,,,,,,
charm-cordas-violino,,,,,Conjunto,,4/4,,,true,,26,,,,,,,
hill-corda-mi,"Hill - Corda Mi",,,Terminação,Bola,Tensão,Light,,,true,,8,,0,false,,false,,false
hill-corda-mi,,,,,Bola,,Medium,,,true,,8,,,,,,,
hill-corda-mi,,,,,Bola,,Strong,,,true,,8,,,,,,,
hill-corda-mi,,,,,Laço,,Light,,,true,,8,,,,,,,
hill-corda-mi,,,,,Laço,,Medium,,,true,,8,,,,,,,
hill-corda-mi,,,,,Laço,,Strong,,,true,,8,,,,,,,
larsen-aurora-violino,"Larsen Aurora - Violino",,,Corda,Mi,Tamanho,4/4,,,true,,5,,23,true,,false,,false
larsen-aurora-violino,,,,,Mi,,3/4,,,true,,5,,,,,,,
larsen-aurora-violino,,,,,Mi,,1/2,,,true,,5,,,,,,,
larsen-aurora-violino,,,,,Mi,,1/4,,,true,,5,,,,,,,
larsen-aurora-violino,,,,,Mi,,1/8,,,true,,5,,,,,,,
larsen-aurora-violino,,,,,Mi,,1/16,,,true,,5,,,,,,,
larsen-aurora-violino,,,,,"Lá Alumínio",,4/4,,,true,,8.25,,,,,,,
larsen-aurora-violino,,,,,"Lá Alumínio",,3/4,,,true,,8.25,,,,,,,
larsen-aurora-violino,,,,,"Lá Alumínio",,1/2,,,true,,8.25,,,,,,,
larsen-aurora-violino,,,,,"Lá Alumínio",,1/4,,,true,,8.25,,,,,,,
larsen-aurora-violino,,,,,"Lá Alumínio",,1/8,,,true,,8.25,,,,,,,
larsen-aurora-violino,,,,,"Lá Alumínio",,1/16,,,true,,8.25,,,,,,,
larsen-aurora-violino,,,,,"Lá Aço",,4/4,,,true,,9.5,,,,,,,
larsen-aurora-violino,,,,,"Lá Aço",,3/4,,,true,,9.5,,,,,,,
larsen-aurora-violino,,,,,"Lá Aço",,1/2,,,true,,9.5,,,,,,,
larsen-aurora-violino,,,,,"Lá Aço",,1/4,,,true,,9.5,,,,,,,
larsen-aurora-violino,,,,,"Lá Aço",,1/8,,,true,,9.5,,,,,,,
larsen-aurora-violino,,,,,"Lá Aço",,1/16,,,true,,9.5,,,,,,,
larsen-aurora-violino,,,,,Ré,,4/4,,,true,,10,,,,,,,
larsen-aurora-violino,,,,,Ré,,3/4,,,true,,9.5,,,,,,,
larsen-aurora-violino,,,,,Ré,,1/2,,,true,,9.5,,,,,,,
larsen-aurora-violino,,,,,Ré,,1/4,,,true,,9.5,,,,,,,
larsen-aurora-violino,,,,,Ré,,1/8,,,true,,9.5,,,,,,,
larsen-aurora-violino,,,,,Ré,,1/16,,,true,,9.5,,,,,,,
larsen-aurora-violino,,,,,Sol,,4/4,,,true,,12.5,,,,,,,
larsen-aurora-violino,,,,,Sol,,3/4,,,true,,12.5,,,,,,,
larsen-aurora-violino,,,,,Sol,,1/2,,,true,,12.5,,,,,,,
larsen-aurora-violino,,,,,Sol,,1/4,,,true,,12.5,,,,,,,
larsen-aurora-violino,,,,,Sol,,1/8,,,true,,12.5,,,,,,,
larsen-aurora-violino,,,,,Sol,,1/16,,,true,,12.5,,,,,,,
larsen-aurora-violino,,,,,Conjunto,,4/4,,,true,,35,,,,,,,
larsen-aurora-violino,,,,,Conjunto,,3/4,,,true,,35,,,,,,,
larsen-aurora-violino,,,,,Conjunto,,1/2,,,true,,35,,,,,,,
larsen-aurora-violino,,,,,Conjunto,,1/4,,,true,,35,,,,,,,
larsen-aurora-violino,,,,,Conjunto,,1/8,,,true,,35,,,,,,,
larsen-aurora-violino,,,,,Conjunto,,1/16,,,true,,35,,,,,,,
larsen-aurora-violoncelo,"Larsen Aurora - Violoncelo",,,Corda,Lá,Tamanho,4/4,,,true,,17.5,,23,true,,false,,false
larsen-aurora-violoncelo,,,,,Lá,,3/4,,,true,,17.5,,,,,,,
larsen-aurora-violoncelo,,,,,Lá,,1/2,,,true,,17.5,,,,,,,
larsen-aurora-violoncelo,,,,,Lá,,1/4,,,true,,17.5,,,,,,,
larsen-aurora-violoncelo,,,,,Lá,,1/8,,,true,,17.5,,,,,,,
larsen-aurora-violoncelo,,,,,Lá,,1/16,,,true,,17.5,,,,,,,
larsen-aurora-violoncelo,,,,,Ré,,4/4,,,true,,18.75,,,,,,,
larsen-aurora-violoncelo,,,,,Ré,,3/4,,,true,,18.75,,,,,,,
larsen-aurora-violoncelo,,,,,Ré,,1/2,,,true,,18.75,,,,,,,
larsen-aurora-violoncelo,,,,,Ré,,1/4,,,true,,18.75,,,,,,,
larsen-aurora-violoncelo,,,,,Ré,,1/8,,,true,,18.75,,,,,,,
larsen-aurora-violoncelo,,,,,Ré,,1/16,,,true,,18.75,,,,,,,
larsen-aurora-violoncelo,,,,,Sol,,4/4,,,true,,21,,,,,,,
larsen-aurora-violoncelo,,,,,Sol,,3/4,,,true,,21,,,,,,,
larsen-aurora-violoncelo,,,,,Sol,,1/2,,,true,,21,,,,,,,
larsen-aurora-violoncelo,,,,,Sol,,1/4,,,true,,21,,,,,,,
larsen-aurora-violoncelo,,,,,Sol,,1/8,,,true,,21,,,,,,,
larsen-aurora-violoncelo,,,,,Sol,,1/16,,,true,,21,,,,,,,
larsen-aurora-violoncelo,,,,,Dó,,4/4,,,true,,22,,,,,,,
larsen-aurora-violoncelo,,,,,Dó,,3/4,,,true,,22,,,,,,,
larsen-aurora-violoncelo,,,,,Dó,,1/2,,,true,,22,,,,,,,
larsen-aurora-violoncelo,,,,,Dó,,1/4,,,true,,22,,,,,,,
larsen-aurora-violoncelo,,,,,Dó,,1/8,,,true,,22,,,,,,,
larsen-aurora-violoncelo,,,,,Dó,,1/16,,,true,,22,,,,,,,
larsen-aurora-violoncelo,,,,,Conjunto,,4/4,,,true,,79,,,,,,,
larsen-aurora-violoncelo,,,,,Conjunto,,3/4,,,true,,79,,,,,,,
larsen-aurora-violoncelo,,,,,Conjunto,,1/2,,,true,,79,,,,,,,
larsen-aurora-violoncelo,,,,,Conjunto,,1/4,,,true,,79,,,,,,,
larsen-aurora-violoncelo,,,,,Conjunto,,1/8,,,true,,79,,,,,,,
larsen-aurora-violoncelo,,,,,Conjunto,,1/16,,,true,,79,,,,,,,
il-cannone-larsen-violoncelo,"Il Cannone - Larsen Violoncelo",,,Corda,Lá,Opção:,"Direct & Focused",,,true,,35,,23,true,,false,,false
il-cannone-larsen-violoncelo,,,,,Lá,,"Warm & Broad",,,true,,35,,,,,,,
il-cannone-larsen-violoncelo,,,,,Ré,,"Direct & Focused",,,true,,42,,,,,,,
il-cannone-larsen-violoncelo,,,,,Ré,,"Warm & Broad",,,true,,42,,,,,,,
il-cannone-larsen-violoncelo,,,,,Sol,,"Direct & Focused",,,true,,75,,,,,,,
il-cannone-larsen-violoncelo,,,,,Sol,,"Warm & Broad",,,true,,75,,,,,,,
il-cannone-larsen-violoncelo,,,,,Dó,,"Direct & Focused",,,true,,85,,,,,,,
il-cannone-larsen-violoncelo,,,,,Dó,,"Warm & Broad",,,true,,85,,,,,,,
il-cannone-larsen-violoncelo,,,,,Conjunto,,"Direct & Focused",,,true,,237,,,,,,,
il-cannone-larsen-violoncelo,,,,,Conjunto,,"Warm & Broad",,,true,,237,,,,,,,
larsen-violoncelo,"Larsen - Violoncelo",,,Corda,Lá,Tamanho,4/4,,,true,,37,,0,false,,false,,false
larsen-violoncelo,,,,,Lá,,3/4,,,true,,28,,,,,,,
larsen-violoncelo,,,,,Lá,,1/2,,,true,,28,,,,,,,
larsen-violoncelo,,,,,Lá,,1/4,,,true,,28,,,,,,,
larsen-violoncelo,,,,,"Lá Soloist",,4/4,,,true,,42,,,,,,,
larsen-violoncelo,,,,,"Lá Soloist",,3/4,,,false,,0,,,,,,,
larsen-violoncelo,,,,,"Lá Soloist",,1/2,,,false,,0,,,,,,,
larsen-violoncelo,,,,,"Lá Soloist",,1/4,,,false,,0,,,,,,,
larsen-violoncelo,,,,,Ré,,4/4,,,true,,48,,,,,,,
larsen-violoncelo,,,,,Ré,,3/4,,,true,,38,,,,,,,
larsen-violoncelo,,,,,Ré,,1/2,,,true,,38,,,,,,,
larsen-violoncelo,,,,,Ré,,1/4,,,true,,38,,,,,,,
larsen-violoncelo,,,,,"Ré Soloist",,4/4,,,true,,44,,,,,,,
larsen-violoncelo,,,,,"Ré Soloist",,3/4,,,false,,0,,,,,,,
larsen-violoncelo,,,,,"Ré Soloist",,1/2,,,false,,0,,,,,,,
larsen-violoncelo,,,,,"Ré Soloist",,1/4,,,false,,0,,,,,,,
larsen-violoncelo,,,,,Sol,,4/4,,,true,,64,,,,,,,
larsen-violoncelo,,,,,Sol,,3/4,,,true,,43,,,,,,,
larsen-violoncelo,,,,,Sol,,1/2,,,true,,43,,,,,,,
larsen-violoncelo,,,,,Sol,,1/4,,,true,,43,,,,,,,
larsen-violoncelo,,,,,"Sol Soloist",,4/4,,,true,,72,,,,,,,
larsen-violoncelo,,,,,"Sol Soloist",,3/4,,,false,,0,,,,,,,
larsen-violoncelo,,,,,"Sol Soloist",,1/2,,,false,,0,,,,,,,
larsen-violoncelo,,,,,"Sol Soloist",,1/4,,,false,,0,,,,,,,
larsen-violoncelo,,,,,Dó,,4/4,,,true,,79,,,,,,,
larsen-violoncelo,,,,,Dó,,3/4,,,true,,50,,,,,,,
larsen-violoncelo,,,,,Dó,,1/2,,,true,,50,,,,,,,
larsen-violoncelo,,,,,Dó,,1/4,,,true,,50,,,,,,,
larsen-violoncelo,,,,,"Mi especial",,4/4,,,true,,45,,,,,,,
larsen-violoncelo,,,,,"Mi especial",,3/4,,,false,,0,,,,,,,
larsen-violoncelo,,,,,"Mi especial",,1/2,,,false,,0,,,,,,,
larsen-violoncelo,,,,,"Mi especial",,1/4,,,false,,0,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,"Magnacore e Magnacore Arioso - Violoncelo",,,Corda,Lá,Modelo,Magnacore,Tensão,Média,true,,42,,0,false,,false,,false
magnacore-e-magnacore-arioso-violoncelo,,,,,Lá,,Magnacore,,Forte,true,,42,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Lá,,"Magnacore Arioso",,Média,true,,42,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Lá,,"Magnacore Arioso",,Forte,true,,42,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Ré,,Magnacore,,Média,true,,47,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Ré,,Magnacore,,Forte,true,,47,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Ré,,"Magnacore Arioso",,Média,true,,47,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Ré,,"Magnacore Arioso",,Forte,true,,47,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Sol,,Magnacore,,Média,true,,89,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Sol,,Magnacore,,Forte,true,,89,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Sol,,"Magnacore Arioso",,Média,true,,89,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Sol,,"Magnacore Arioso",,Forte,true,,89,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Dó,,Magnacore,,Média,true,,96,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Dó,,Magnacore,,Forte,true,,96,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Dó,,"Magnacore Arioso",,Média,true,,96,,,,,,,
magnacore-e-magnacore-arioso-violoncelo,,,,,Dó,,"Magnacore Arioso",,Forte,true,,96,,,,,,,
pirastro-gold-violoncelo,"Pirastro Gold - Violoncelo",,,Corda,Lá,,,,,true,,44,,0,false,,false,,false
pirastro-gold-violoncelo,,,,,Ré,,,,,true,,51,,,,,,,
pirastro-gold-violoncelo,,,,,Sol,,,,,true,,54,,,,,,,
pirastro-gold-violoncelo,,,,,Dó,,,,,true,,76,,,,,,,
pirastro-gold-violoncelo,,,,,Conjunto,,,,,true,,225,,,,,,,
evah-pirazzi-violoncelo,"Evah Pirazzi - Violoncelo",,,Corda,Lá,Tensão,Leve,Tamanho,4/4,true,,33.5,,0,false,,false,,false
evah-pirazzi-violoncelo,,,,,Lá,,Leve,,3/4,false,,0,,,,,,,
evah-pirazzi-violoncelo,,,,,Lá,,Média,,4/4,true,,33.5,,,,,,,
evah-pirazzi-violoncelo,,,,,Lá,,Média,,3/4,true,,32,,,,,,,
evah-pirazzi-violoncelo,,,,,Lá,,Forte,,4/4,true,,33.5,,,,,,,
evah-pirazzi-violoncelo,,,,,Lá,,Forte,,3/4,false,,0,,,,,,,
evah-pirazzi-violoncelo,,,,,Ré,,Leve,,4/4,true,,41,,,,,,,
evah-pirazzi-violoncelo,,,,,Ré,,Leve,,3/4,false,,0,,,,,,,
evah-pirazzi-violoncelo,,,,,Ré,,Média,,4/4,true,,41,,,,,,,
evah-pirazzi-violoncelo,,,,,Ré,,Média,,3/4,true,,36,,,,,,,
evah-pirazzi-violoncelo,,,,,Ré,,Forte,,4/4,true,,41,,,,,,,
evah-pirazzi-violoncelo,,,,,Ré,,Forte,,3/4,false,,0,,,,,,,
evah-pirazzi-violoncelo,,,,,Sol,,Leve,,4/4,true,,82,,,,,,,
evah-pirazzi-violoncelo,,,,,Sol,,Leve,,3/4,false,,0,,,,,,,
evah-pirazzi-violoncelo,,,,,Sol,,Média,,4/4,true,,82,,,,,,,
evah-pirazzi-violoncelo,,,,,Sol,,Média,,3/4,true,,44,,,,,,,
evah-pirazzi-violoncelo,,,,,Sol,,Forte,,4/4,true,,82,,,,,,,
evah-pirazzi-violoncelo,,,,,Sol,,Forte,,3/4,false,,0,,,,,,,
evah-pirazzi-violoncelo,,,,,Dó,,Leve,,4/4,true,,105,,,,,,,
evah-pirazzi-violoncelo,,,,,Dó,,Leve,,3/4,false,,0,,,,,,,
evah-pirazzi-violoncelo,,,,,Dó,,Média,,4/4,true,,105,,,,,,,
evah-pirazzi-violoncelo,,,,,Dó,,Média,,3/4,true,,49,,,,,,,
evah-pirazzi-violoncelo,,,,,Dó,,Forte,,4/4,true,,105,,,,,,,
evah-pirazzi-violoncelo,,,,,Dó,,Forte,,3/4,false,,0,,,,,,,
evah-pirazzi-violoncelo,,,,,Conjunto,,Leve,,4/4,true,,240,,,,,,,
evah-pirazzi-violoncelo,,,,,Conjunto,,Leve,,3/4,false,,0,,,,,,,
evah-pirazzi-violoncelo,,,,,Conjunto,,Média,,4/4,true,,240,,,,,,,
evah-pirazzi-violoncelo,,,,,Conjunto,,Média,,3/4,true,,149,,,,,,,
evah-pirazzi-violoncelo,,,,,Conjunto,,Forte,,4/4,true,,240,,,,,,,
evah-pirazzi-violoncelo,,,,,Conjunto,,Forte,,3/4,false,,0,,,,,,,
evah-pirazzi-soloist-violoncelo,"Evah Pirazzi Soloist - Violoncelo",,,Corda,Lá,,,,,true,,38,,0,false,,false,,false
evah-pirazzi-soloist-violoncelo,,,,,Ré,,,,,true,,44,,,,,,,
evah-pirazzi-soloist-violoncelo,,,,,Sol,,,,,true,,85,,,,,,,
evah-pirazzi-soloist-violoncelo,,,,,Dó,,,,,true,,103,,,,,,,
evah-pirazzi-soloist-violoncelo,,,,,Conjunto,,,,,true,,270,,,,,,,
evah-pirazzi-soloist-violoncelo-2,"Evah Pirazzi Gold - Violoncelo",,,Corda,Lá,,,,,true,,48,,0,false,,false,,false
evah-pirazzi-soloist-violoncelo-2,,,,,Ré,,,,,true,,49,,,,,,,
evah-pirazzi-soloist-violoncelo-2,,,,,Sol,,,,,true,,99,,,,,,,
evah-pirazzi-soloist-violoncelo-2,,,,,Dó,,,,,true,,121,,,,,,,
evah-pirazzi-soloist-violoncelo-2,,,,,Conjunto,,,,,true,,309,,,,,,,
dominant-violoncelo,"Dominant - Violoncelo",,,Corda,Lá,,,,,true,,27,,0,false,,false,,false
dominant-violoncelo,,,,,Ré,,,,,true,,37,,,,,,,
dominant-violoncelo,,,,,Sol,,,,,true,,44,,,,,,,
dominant-violoncelo,,,,,Dó,,,,,true,,49,,,,,,,
dominant-violoncelo,,,,,Conjunto,,,,,true,,150,,,,,,,
dominant-pro-violoncelo,"Dominant Pro - Violoncelo",,,Corda,Lá,,,,,true,,44,,0,false,,false,,false
dominant-pro-violoncelo,,,,,Ré,,,,,true,,38,,,,,,,
dominant-pro-violoncelo,,,,,Sol,,,,,true,,42,,,,,,,
dominant-pro-violoncelo,,,,,Dó,,,,,true,,65,,,,,,,
dominant-pro-violoncelo,,,,,Conjunto,,,,,true,,189,,,,,,,
spirocore-violoncelo,"Spirocore - Violoncelo",,,Corda,"La Cromo",Tensão,Light,,,true,,24,,0,false,,false,,false
spirocore-violoncelo,,,,,"La Cromo",,Medium,,,true,,24,,,,,,,
spirocore-violoncelo,,,,,"La Cromo",,Strong,,,true,,24,,,,,,,
spirocore-violoncelo,,,,,"La Alumínio",,Light,,,true,,20,,,,,,,
spirocore-violoncelo,,,,,"La Alumínio",,Medium,,,true,,20,,,,,,,
spirocore-violoncelo,,,,,"La Alumínio",,Strong,,,true,,20,,,,,,,
spirocore-violoncelo,,,,,"Ré Cromo",,Light,,,true,,32,,,,,,,
spirocore-violoncelo,,,,,"Ré Cromo",,Medium,,,true,,32,,,,,,,
spirocore-violoncelo,,,,,"Ré Cromo",,Strong,,,true,,32,,,,,,,
spirocore-violoncelo,,,,,"Ré ALumínio",,Light,,,true,,30,,,,,,,
spirocore-violoncelo,,,,,"Ré ALumínio",,Medium,,,true,,30,,,,,,,
spirocore-violoncelo,,,,,"Ré ALumínio",,Strong,,,true,,30,,,,,,,
spirocore-violoncelo,,,,,"Sol Cromo",,Light,,,true,,37,,,,,,,
spirocore-violoncelo,,,,,"Sol Cromo",,Medium,,,true,,37,,,,,,,
spirocore-violoncelo,,,,,"Sol Cromo",,Strong,,,true,,37,,,,,,,
spirocore-violoncelo,,,,,"Sol Prata",,Light,,,true,,59,,,,,,,
spirocore-violoncelo,,,,,"Sol Prata",,Medium,,,true,,59,,,,,,,
spirocore-violoncelo,,,,,"Sol Prata",,Strong,,,true,,59,,,,,,,
spirocore-violoncelo,,,,,"Sol Wolfrâmio",,Light,,,true,,84,,,,,,,
spirocore-violoncelo,,,,,"Sol Wolfrâmio",,Medium,,,true,,84,,,,,,,
spirocore-violoncelo,,,,,"Sol Wolfrâmio",,Strong,,,true,,84,,,,,,,
spirocore-violoncelo,,,,,"Dó Cromo",,Light,,,true,,40,,,,,,,
spirocore-violoncelo,,,,,"Dó Cromo",,Medium,,,true,,40,,,,,,,
spirocore-violoncelo,,,,,"Dó Cromo",,Strong,,,true,,40,,,,,,,
spirocore-violoncelo,,,,,"Dó Prata",,Light,,,true,,74,,,,,,,
spirocore-violoncelo,,,,,"Dó Prata",,Medium,,,true,,74,,,,,,,
spirocore-violoncelo,,,,,"Dó Prata",,Strong,,,true,,74,,,,,,,
spirocore-violoncelo,,,,,"Dó Wolfrâmio",,Light,,,true,,99,,,,,,,
spirocore-violoncelo,,,,,"Dó Wolfrâmio",,Medium,,,true,,99,,,,,,,
spirocore-violoncelo,,,,,"Dó Wolfrâmio",,Strong,,,true,,99,,,,,,,
charm-violoncelo,"Charm - Violoncelo",,,Corda,Lá,Tamanho,1/16,,,true,,13,,0,false,,false,,false
charm-violoncelo,,,,,Lá,,1/10,,,true,,13,,,,,,,
charm-violoncelo,,,,,Lá,,1/8,,,true,,14,,,,,,,
charm-violoncelo,,,,,Lá,,1/4,,,true,,14,,,,,,,
charm-violoncelo,,,,,Lá,,1/2,,,true,,14,,,,,,,
charm-violoncelo,,,,,Lá,,3/4,,,true,,15,,,,,,,
charm-violoncelo,,,,,Lá,,4/4,,,true,,15,,,,,,,
charm-violoncelo,,,,,Ré,,1/16,,,true,,16,,,,,,,
charm-violoncelo,,,,,Ré,,1/10,,,true,,16,,,,,,,
charm-violoncelo,,,,,Ré,,1/8,,,true,,17,,,,,,,
charm-violoncelo,,,,,Ré,,1/4,,,true,,17,,,,,,,
charm-violoncelo,,,,,Ré,,1/2,,,true,,17,,,,,,,
charm-violoncelo,,,,,Ré,,3/4,,,true,,18,,,,,,,
charm-violoncelo,,,,,Ré,,4/4,,,true,,18,,,,,,,
charm-violoncelo,,,,,Sol,,1/16,,,true,,19,,,,,,,
charm-violoncelo,,,,,Sol,,1/10,,,true,,19,,,,,,,
charm-violoncelo,,,,,Sol,,1/8,,,true,,20,,,,,,,
charm-violoncelo,,,,,Sol,,1/4,,,true,,20,,,,,,,
charm-violoncelo,,,,,Sol,,1/2,,,true,,20,,,,,,,
charm-violoncelo,,,,,Sol,,3/4,,,true,,21,,,,,,,
charm-violoncelo,,,,,Sol,,4/4,,,true,,21,,,,,,,
charm-violoncelo,,,,,Dó,,1/16,,,true,,21,,,,,,,
charm-violoncelo,,,,,Dó,,1/10,,,true,,21,,,,,,,
charm-violoncelo,,,,,Dó,,1/8,,,true,,22.5,,,,,,,
charm-violoncelo,,,,,Dó,,1/4,,,true,,22.5,,,,,,,
charm-violoncelo,,,,,Dó,,1/2,,,true,,22.5,,,,,,,
charm-violoncelo,,,,,Dó,,3/4,,,true,,23.5,,,,,,,
charm-violoncelo,,,,,Dó,,4/4,,,true,,23.5,,,,,,,
charm-violoncelo,,,,,Conjunto,,1/16,,,true,,69,,,,,,,
charm-violoncelo,,,,,Conjunto,,1/10,,,true,,69,,,,,,,
charm-violoncelo,,,,,Conjunto,,1/8,,,true,,74,,,,,,,
charm-violoncelo,,,,,Conjunto,,1/4,,,true,,74,,,,,,,
charm-violoncelo,,,,,Conjunto,,1/2,,,true,,74,,,,,,,
charm-violoncelo,,,,,Conjunto,,3/4,,,true,,78,,,,,,,
charm-violoncelo,,,,,Conjunto,,4/4,,,true,,78,,,,,,,
jargar-classic-violoncelo,"Jargar Classic - Violoncelo",,,Corda,"Lá Cromo",Tamanho,4/4,Tensão,Dulce,true,,25,,0,false,,false,,false
jargar-classic-violoncelo,,,,,"Lá Cromo",,4/4,,Medio,true,,25,,,,,,,
jargar-classic-violoncelo,,,,,"Lá Cromo",,4/4,,Forte,true,,25,,,,,,,
jargar-classic-violoncelo,,,,,"Lá Cromo",,1/4,,Dulce,true,,21,,,,,,,
jargar-classic-violoncelo,,,,,"Lá Cromo",,1/4,,Medio,true,,21,,,,,,,
jargar-classic-violoncelo,,,,,"Lá Cromo",,1/4,,Forte,true,,21,,,,,,,
jargar-classic-violoncelo,,,,,"Lá Cromo",,1/2,,Dulce,true,,21,,,,,,,
jargar-classic-violoncelo,,,,,"Lá Cromo",,1/2,,Medio,true,,21,,,,,,,
jargar-classic-violoncelo,,,,,"Lá Cromo",,1/2,,Forte,true,,21,,,,,,,
jargar-classic-violoncelo,,,,,"Lá Cromo",,3/4,,Dulce,true,,21,,,,,,,
jargar-classic-violoncelo,,,,,"Lá Cromo",,3/4,,Medio,true,,21,,,,,,,
jargar-classic-violoncelo,,,,,"Lá Cromo",,3/4,,Forte,true,,21,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,4/4,,Dulce,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,4/4,,Medio,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,4/4,,Forte,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,1/4,,Dulce,true,,25,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,1/4,,Medio,true,,25,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,1/4,,Forte,true,,25,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,1/2,,Dulce,true,,25,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,1/2,,Medio,true,,25,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,1/2,,Forte,true,,25,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,3/4,,Dulce,true,,25,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,3/4,,Medio,true,,25,,,,,,,
jargar-classic-violoncelo,,,,,"Ré Cromo",,3/4,,Forte,true,,25,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,4/4,,Dulce,true,,30,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,4/4,,Medio,true,,30,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,4/4,,Forte,true,,30,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,1/4,,Dulce,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,1/4,,Medio,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,1/4,,Forte,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,1/2,,Dulce,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,1/2,,Medio,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,1/2,,Forte,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,3/4,,Dulce,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,3/4,,Medio,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Sol Cromo",,3/4,,Forte,true,,26,,,,,,,
jargar-classic-violoncelo,,,,,"Sol prata",,4/4,,Dulce,true,,36,,,,,,,
jargar-classic-violoncelo,,,,,"Sol prata",,4/4,,Medio,true,,36,,,,,,,
jargar-classic-violoncelo,,,,,"Sol prata",,4/4,,Forte,true,,36,,,,,,,
jargar-classic-violoncelo,,,,,"Sol prata",,1/4,,Dulce,false,,0,,,,,,,
jargar-classic-violoncelo,,,,,"Sol prata",,1/4,,Medio,false,,0,,,,,,,
jargar-classic-violoncelo,,,,,"Sol prata",,1/4,,Forte,false,,0,,,,,,,
jargar-classic-violoncelo,,,,,"Sol prata",,1/2,,Dulce,false,,0,,,,,,,
jargar-classic-violoncelo,,,,,"Sol prata",,1/2,,Medio,false,,0,,,,,,,
